       MER     betaTX    betaRCV     length idx TX & RCV        OB1        OB2        OB3   b Kaiser     weight 
 41.342031   0.171800   0.195200         93      51393  61.935060  64.405139  63.198368   0.000000         20 
 41.401178   0.171800   0.195600         93      51394  61.935060  64.405139  63.198368   0.000000         20 
 41.460638   0.171800   0.196000         93      51395  61.935060  64.405139  63.198368   0.000000         20 
 41.520406   0.171800   0.196400         93      51396  61.935060  64.405139  63.198368   0.000000         20 
 41.580478   0.171800   0.196800         93      51397  61.935060  64.405139  63.198368   0.000000         20 
 41.640848   0.171800   0.197200         93      51398  61.935060  64.405139  63.198368   0.000000         20 
 41.701510   0.171800   0.197600         93      51399  61.935060  64.405139  63.198368   0.000000         20 
 41.762460   0.171800   0.198000         93      51400  61.935060  64.405139  63.198368   0.000000         20 
 41.823691   0.171800   0.198400         93      51401  61.935060  64.405139  63.198368   0.000000         20 
 41.885197   0.171800   0.198800         93      51402  61.935060  64.405139  63.198368   0.000000         20 
 41.946970   0.171800   0.199200         93      51403  61.935060  64.405139  63.198368   0.000000         20 
 42.009003   0.171800   0.199600         93      51404  61.935060  64.405139  63.198368   0.000000         20 
 42.071290   0.171800   0.200000         93      51405  61.935060  64.405139  63.198368   0.000000         20 
 40.042292   0.171900   0.185500         93      51439  61.908382  64.430589  63.223705   0.000000         20 
 40.093165   0.171900   0.185900         93      51440  61.908382  64.430589  63.223705   0.000000         20 
 40.144401   0.171900   0.186300         93      51441  61.908382  64.430589  63.223705   0.000000         20 
 40.196000   0.171900   0.186700         93      51442  61.908382  64.430589  63.223705   0.000000         20 
 40.247962   0.171900   0.187100         93      51443  61.908382  64.430589  63.223705   0.000000         20 
 40.300286   0.171900   0.187500         93      51444  61.908382  64.430589  63.223705   0.000000         20 
 40.352972   0.171900   0.187900         93      51445  61.908382  64.430589  63.223705   0.000000         20 
 40.406017   0.171900   0.188300         93      51446  61.908382  64.430589  63.223705   0.000000         20 
