       MER     betaTX    betaRCV     length
 60.063657   0.320000   0.360000       97
 50.402683   0.320000   0.400000       97
 55.100176   0.330000   0.290000       97
 68.749510   0.330000   0.330000       97
 58.097518   0.330000   0.370000       97
 57.632212   0.340000   0.300000       97
 61.335097   0.340000   0.340000       97
 56.611775   0.340000   0.380000       97
 60.165489   0.350000   0.310000       97
 57.067532   0.350000   0.350000       97
 56.091789   0.350000   0.390000       97
 60.063657   0.360000   0.320000       97
 55.233899   0.360000   0.360000       97
 56.536984   0.360000   0.400000       97
 58.097518   0.370000   0.330000       97
 54.890003   0.370000   0.370000       97
 56.611775   0.380000   0.340000       97
 55.818159   0.380000   0.380000       97
 50.018651   0.390000   0.310000       97
 56.091789   0.390000   0.350000       97
 58.210237   0.390000   0.390000       97
 50.402683   0.400000   0.320000       97
 56.536984   0.400000   0.360000       97
 62.960760   0.400000   0.400000       97
 52.575735   0.150000   0.180000      101
 54.150369   0.160000   0.190000      101
 53.400971   0.170000   0.160000      101
 52.068998   0.170000   0.200000      101
 54.447200   0.180000   0.170000      101
 50.323786   0.180000   0.210000      101
 51.660409   0.190000   0.180000      101
 50.291298   0.200000   0.230000      101
 51.896335   0.210000   0.240000      101
 54.616275   0.220000   0.250000      101
 51.749066   0.230000   0.220000      101
 57.944732   0.230000   0.260000      101
 54.856175   0.240000   0.230000      101
 58.760138   0.240000   0.270000      101
 50.133844   0.250000   0.200000      101
 58.805661   0.250000   0.240000      101
 56.630146   0.250000   0.280000      101
 51.488112   0.260000   0.210000      101
 59.138925   0.260000   0.250000      101
 54.906159   0.260000   0.290000      101
 52.873832   0.270000   0.220000      101
 56.270891   0.270000   0.260000      101
 54.293533   0.270000   0.300000      101
 50.211304   0.270000   0.340000      101
 53.660221   0.280000   0.230000      101
 54.376978   0.280000   0.270000      101
 54.752117   0.280000   0.310000      101
 50.685243   0.280000   0.350000      101
 53.615733   0.290000   0.240000      101
 53.780566   0.290000   0.280000      101
 56.275590   0.290000   0.320000      101
 51.180738   0.290000   0.360000      101
 53.249199   0.300000   0.250000      101
 54.341989   0.300000   0.290000      101
 58.891848   0.300000   0.330000      101
 51.634939   0.300000   0.370000      101
 53.106377   0.310000   0.260000      101
 56.076711   0.310000   0.300000      101
 61.942604   0.310000   0.340000      101
 52.006415   0.310000   0.380000      101
 53.425431   0.320000   0.270000      101
 59.139009   0.320000   0.310000      101
 62.275892   0.320000   0.350000      101
 52.302151   0.320000   0.390000      101
 54.231817   0.330000   0.280000      101
 62.927870   0.330000   0.320000      101
 60.049957   0.330000   0.360000      101
 52.569937   0.330000   0.400000      101
 55.380777   0.340000   0.290000      101
 62.730451   0.340000   0.330000      101
 58.338065   0.340000   0.370000      101
 56.490596   0.350000   0.300000      101
 59.719052   0.350000   0.340000      101
 57.723839   0.350000   0.380000      101
 57.036732   0.360000   0.310000      101
 57.799484   0.360000   0.350000      101
 58.174707   0.360000   0.390000      101
 56.901619   0.370000   0.320000      101
 57.181464   0.370000   0.360000      101
 59.697616   0.370000   0.400000      101
 56.538358   0.380000   0.330000      101
 57.730491   0.380000   0.370000      101
 56.403377   0.390000   0.340000      101
 59.481130   0.390000   0.380000      101
 56.701736   0.400000   0.350000      101
 62.614413   0.400000   0.390000      101
 53.932320   0.140000   0.160000      105
 56.753429   0.150000   0.170000      105
 53.932320   0.160000   0.140000      105
 51.578911   0.160000   0.180000      105
 56.753429   0.170000   0.150000      105
 51.578911   0.180000   0.160000      105
 51.779016   0.200000   0.220000      105
 56.463226   0.210000   0.230000      105
 50.085626   0.210000   0.270000      105
 51.779016   0.220000   0.200000      105
 62.907891   0.220000   0.240000      105
 50.518010   0.220000   0.280000      105
 56.463226   0.230000   0.210000      105
 58.366138   0.230000   0.250000      105
 50.672597   0.230000   0.290000      105
 62.907891   0.240000   0.220000      105
 54.404844   0.240000   0.260000      105
 50.806025   0.240000   0.300000      105
 58.366138   0.250000   0.230000      105
 52.830828   0.250000   0.270000      105
 51.122043   0.250000   0.310000      105
 54.404844   0.260000   0.240000      105
 52.869114   0.260000   0.280000      105
 51.681771   0.260000   0.320000      105
 50.085626   0.270000   0.210000      105
 52.830828   0.270000   0.250000      105
 54.376744   0.270000   0.290000      105
 52.406292   0.270000   0.330000      105
 50.518010   0.280000   0.220000      105
 52.869114   0.280000   0.260000      105
 57.723136   0.280000   0.300000      105
 53.105218   0.280000   0.340000      105
 50.672597   0.290000   0.230000      105
 54.376744   0.290000   0.270000      105
 64.019299   0.290000   0.310000      105
 53.577852   0.290000   0.350000      105
 50.806025   0.300000   0.240000      105
 57.723136   0.300000   0.280000      105
 65.200191   0.300000   0.320000      105
 53.782116   0.300000   0.360000      105
 51.122043   0.310000   0.250000      105
 64.019299   0.310000   0.290000      105
 59.417557   0.310000   0.330000      105
 53.872495   0.310000   0.370000      105
 51.681771   0.320000   0.260000      105
 65.200191   0.320000   0.300000      105
 56.659178   0.320000   0.340000      105
 54.048664   0.320000   0.380000      105
 52.406292   0.330000   0.270000      105
 59.417557   0.330000   0.310000      105
 55.819165   0.330000   0.350000      105
 54.422677   0.330000   0.390000      105
 53.105218   0.340000   0.280000      105
 56.659178   0.340000   0.320000      105
 56.462207   0.340000   0.360000      105
 54.983680   0.340000   0.400000      105
 53.577852   0.350000   0.290000      105
 55.819165   0.350000   0.330000      105
 58.683929   0.350000   0.370000      105
 53.782116   0.360000   0.300000      105
 56.462207   0.360000   0.340000      105
 63.234770   0.360000   0.380000      105
 53.872495   0.370000   0.310000      105
 58.683929   0.370000   0.350000      105
 70.180596   0.370000   0.390000      105
 54.048664   0.380000   0.320000      105
 63.234770   0.380000   0.360000      105
 64.860238   0.380000   0.400000      105
 54.422677   0.390000   0.330000      105
 70.180596   0.390000   0.370000      105
 54.983680   0.400000   0.340000      105
 64.860238   0.400000   0.380000      105
 54.517749   0.150000   0.160000      109
 53.874460   0.160000   0.170000      109
 53.231205   0.170000   0.140000      109
 51.041353   0.170000   0.180000      109
 53.646520   0.180000   0.150000      109
 51.474306   0.190000   0.160000      109
 50.540605   0.190000   0.240000      109
 50.209984   0.200000   0.170000      109
 51.262329   0.200000   0.210000      109
 51.806941   0.200000   0.250000      109
 50.221183   0.210000   0.180000      109
 54.134115   0.210000   0.220000      109
 52.702041   0.210000   0.260000      109
 51.436682   0.220000   0.190000      109
 58.314504   0.220000   0.230000      109
 52.923881   0.220000   0.270000      109
 53.864110   0.230000   0.200000      109
 59.620590   0.230000   0.240000      109
 52.788521   0.230000   0.280000      109
 57.180287   0.240000   0.210000      109
 56.653618   0.240000   0.250000      109
 52.789244   0.240000   0.290000      109
 58.691329   0.250000   0.220000      109
 54.628043   0.250000   0.260000      109
 53.183689   0.250000   0.300000      109
 56.850869   0.260000   0.230000      109
 54.088163   0.260000   0.270000      109
 53.989911   0.260000   0.310000      109
 55.127231   0.270000   0.240000      109
 54.881766   0.270000   0.280000      109
 55.015163   0.270000   0.320000      109
 54.581058   0.280000   0.250000      109
 57.057958   0.280000   0.290000      109
 55.862857   0.280000   0.330000      109
 55.220366   0.290000   0.260000      109
 60.742329   0.290000   0.300000      109
 56.184068   0.290000   0.340000      109
 57.040898   0.300000   0.270000      109
 63.751307   0.300000   0.310000      109
 56.086483   0.300000   0.350000      109
 59.929199   0.310000   0.280000      109
 61.368089   0.310000   0.320000      109
 55.985438   0.310000   0.360000      109
 62.265720   0.320000   0.290000      109
 58.695301   0.320000   0.330000      109
 56.185644   0.320000   0.370000      109
 61.156213   0.330000   0.300000      109
 57.544230   0.330000   0.340000      109
 56.772535   0.330000   0.380000      109
 50.372433   0.340000   0.270000      109
 59.113475   0.340000   0.310000      109
 57.774037   0.340000   0.350000      109
 57.632565   0.340000   0.390000      109
 50.821291   0.350000   0.280000      109
 58.078629   0.350000   0.320000      109
 59.359845   0.350000   0.360000      109
 58.454411   0.350000   0.400000      109
 51.218366   0.360000   0.290000      109
 58.224170   0.360000   0.330000      109
 62.480920   0.360000   0.370000      109
 51.565501   0.370000   0.300000      109
 59.539457   0.370000   0.340000      109
 66.431601   0.370000   0.380000      109
 51.891689   0.380000   0.310000      109
 62.007372   0.380000   0.350000      109
 65.588305   0.380000   0.390000      109
 52.230382   0.390000   0.320000      109
 64.796452   0.390000   0.360000      109
 62.354721   0.390000   0.400000      109
 52.597526   0.400000   0.330000      109
 64.767951   0.400000   0.370000      109
 51.177582   0.130000   0.170000      113
 55.779792   0.140000   0.140000      113
 50.637424   0.140000   0.180000      113
 55.568340   0.150000   0.150000      113
 50.411856   0.160000   0.160000      113
 51.177582   0.170000   0.130000      113
 50.637424   0.180000   0.140000      113
 51.593651   0.180000   0.220000      113
 50.350042   0.190000   0.190000      113
 54.007711   0.190000   0.230000      113
 54.359674   0.200000   0.200000      113
 55.456120   0.200000   0.240000      113
 62.190187   0.210000   0.210000      113
 54.756386   0.210000   0.250000      113
 51.593651   0.220000   0.180000      113
 59.993884   0.220000   0.220000      113
 53.648774   0.220000   0.260000      113
 54.007711   0.230000   0.190000      113
 54.710316   0.230000   0.230000      113
 53.328473   0.230000   0.270000      113
 55.456120   0.240000   0.200000      113
 52.709068   0.240000   0.240000      113
 54.011397   0.240000   0.280000      113
 54.756386   0.250000   0.210000      113
 52.670016   0.250000   0.250000      113
 55.642483   0.250000   0.290000      113
 53.648774   0.260000   0.220000      113
 54.367312   0.260000   0.260000      113
 57.754149   0.260000   0.300000      113
 53.328473   0.270000   0.230000      113
 58.362558   0.270000   0.270000      113
 58.810253   0.270000   0.310000      113
 54.011397   0.280000   0.240000      113
 66.636190   0.280000   0.280000      113
 57.987149   0.280000   0.320000      113
 55.642483   0.290000   0.250000      113
 63.478522   0.290000   0.290000      113
 56.893781   0.290000   0.330000      113
 57.754149   0.300000   0.260000      113
 57.977720   0.300000   0.300000      113
 56.564033   0.300000   0.340000      113
 58.810253   0.310000   0.270000      113
 55.872921   0.310000   0.310000      113
 57.202724   0.310000   0.350000      113
 57.987149   0.320000   0.280000      113
 55.736536   0.320000   0.320000      113
 58.752616   0.320000   0.360000      113
 50.212983   0.320000   0.400000      113
 56.893781   0.330000   0.290000      113
 57.342948   0.330000   0.330000      113
 60.715526   0.330000   0.370000      113
 56.564033   0.340000   0.300000      113
 61.275421   0.340000   0.340000      113
 61.572883   0.340000   0.380000      113
 57.202724   0.350000   0.310000      113
 69.833373   0.350000   0.350000      113
 60.655478   0.350000   0.390000      113
 58.752616   0.360000   0.320000      113
 66.400504   0.360000   0.360000      113
 59.534844   0.360000   0.400000      113
 60.715526   0.370000   0.330000      113
 60.641017   0.370000   0.370000      113
 61.572883   0.380000   0.340000      113
 58.416828   0.380000   0.380000      113
 60.655478   0.390000   0.350000      113
 58.180110   0.390000   0.390000      113
 50.212983   0.400000   0.320000      113
 59.534844   0.400000   0.360000      113
 59.686901   0.400000   0.400000      113
 53.201859   0.130000   0.160000      117
 50.249497   0.140000   0.130000      117
 53.314765   0.140000   0.170000      117
 54.984114   0.150000   0.140000      117
 51.286740   0.150000   0.180000      117
 53.660689   0.160000   0.150000      117
 50.343987   0.160000   0.190000      117
 50.888235   0.170000   0.160000      117
 50.769791   0.170000   0.200000      117
 52.514508   0.180000   0.210000      117
 50.494086   0.190000   0.180000      117
 55.481424   0.190000   0.220000      117
 52.633199   0.200000   0.190000      117
 58.242216   0.200000   0.230000      117
 56.480830   0.210000   0.200000      117
 57.537104   0.210000   0.240000      117
 60.132857   0.220000   0.210000      117
 55.649949   0.220000   0.250000      117
 50.508088   0.230000   0.180000      117
 57.905701   0.230000   0.220000      117
 54.830019   0.230000   0.260000      117
 51.544103   0.240000   0.190000      117
 55.280746   0.240000   0.230000      117
 55.300421   0.240000   0.270000      117
 52.112984   0.250000   0.200000      117
 54.369261   0.250000   0.240000      117
 57.044161   0.250000   0.280000      117
 52.239253   0.260000   0.210000      117
 55.007080   0.260000   0.250000      117
 59.862102   0.260000   0.290000      117
 52.318362   0.270000   0.220000      117
 57.209520   0.270000   0.260000      117
 61.912577   0.270000   0.300000      117
 50.400827   0.270000   0.340000      117
 52.668957   0.280000   0.230000      117
 61.100737   0.280000   0.270000      117
 60.699859   0.280000   0.310000      117
 50.794370   0.280000   0.350000      117
 53.366760   0.290000   0.240000      117
 63.872849   0.290000   0.280000      117
 58.908506   0.290000   0.320000      117
 51.153232   0.290000   0.360000      117
 54.258556   0.300000   0.250000      117
 61.019964   0.300000   0.290000      117
 58.220768   0.300000   0.330000      117
 51.505419   0.300000   0.370000      117
 55.015692   0.310000   0.260000      117
 58.533149   0.310000   0.300000      117
 58.794828   0.310000   0.340000      117
 51.873374   0.310000   0.380000      117
 55.373085   0.320000   0.270000      117
 57.751012   0.320000   0.310000      117
 60.618831   0.320000   0.350000      117
 52.259487   0.320000   0.390000      117
 55.428011   0.330000   0.280000      117
 58.510764   0.330000   0.320000      117
 63.365882   0.330000   0.360000      117
 52.647013   0.330000   0.400000      117
 55.510104   0.340000   0.290000      117
 60.879755   0.340000   0.330000      117
 64.802200   0.340000   0.370000      117
 55.855682   0.350000   0.300000      117
 64.922252   0.350000   0.340000      117
 63.216474   0.350000   0.380000      117
 56.494476   0.360000   0.310000      117
 66.769274   0.360000   0.350000      117
 61.518601   0.360000   0.390000      117
 57.254617   0.370000   0.320000      117
 63.450731   0.370000   0.360000      117
 60.973917   0.370000   0.400000      117
 57.836581   0.380000   0.330000      117
 61.117799   0.380000   0.370000      117
 58.059610   0.390000   0.340000      117
 60.496750   0.390000   0.380000      117
 58.067233   0.400000   0.350000      117
 61.429172   0.400000   0.390000      117
 53.628950   0.120000   0.140000      121
 56.414075   0.130000   0.150000      121
 53.628950   0.140000   0.120000      121
 51.461303   0.140000   0.160000      121
 56.414075   0.150000   0.130000      121
 51.461303   0.160000   0.140000      121
 51.557173   0.170000   0.190000      121
 56.034616   0.180000   0.200000      121
 51.557173   0.190000   0.170000      121
 62.348224   0.190000   0.210000      121
 56.034616   0.200000   0.180000      121
 58.098045   0.200000   0.220000      121
 62.348224   0.210000   0.190000      121
 54.498117   0.210000   0.230000      121
 58.098045   0.220000   0.200000      121
 53.474457   0.220000   0.240000      121
 50.151282   0.220000   0.280000      121
 54.498117   0.230000   0.210000      121
 54.389148   0.230000   0.250000      121
 50.691136   0.230000   0.290000      121
 53.474457   0.240000   0.220000      121
 57.395102   0.240000   0.260000      121
 51.287545   0.240000   0.300000      121
 54.389148   0.250000   0.230000      121
 63.420940   0.250000   0.270000      121
 51.827246   0.250000   0.310000      121
 57.395102   0.260000   0.240000      121
 64.704619   0.260000   0.280000      121
 52.239047   0.260000   0.320000      121
 63.420940   0.270000   0.250000      121
 59.303885   0.270000   0.290000      121
 52.557244   0.270000   0.330000      121
 50.151282   0.280000   0.220000      121
 64.704619   0.280000   0.260000      121
 56.970153   0.280000   0.300000      121
 52.880945   0.280000   0.340000      121
 50.691136   0.290000   0.230000      121
 59.303885   0.290000   0.270000      121
 56.799764   0.290000   0.310000      121
 53.283150   0.290000   0.350000      121
 51.287545   0.300000   0.240000      121
 56.970153   0.300000   0.280000      121
 58.550881   0.300000   0.320000      121
 53.759338   0.300000   0.360000      121
 51.827246   0.310000   0.250000      121
 56.799764   0.310000   0.290000      121
 62.803388   0.310000   0.330000      121
 54.237516   0.310000   0.370000      121
 52.239047   0.320000   0.260000      121
 58.550881   0.320000   0.300000      121
 69.386815   0.320000   0.340000      121
 54.637933   0.320000   0.380000      121
 52.557244   0.330000   0.270000      121
 62.803388   0.330000   0.310000      121
 64.556760   0.330000   0.350000      121
 54.943562   0.330000   0.390000      121
 52.880945   0.340000   0.280000      121
 69.386815   0.340000   0.320000      121
 60.524001   0.340000   0.360000      121
 55.212933   0.340000   0.400000      121
 53.283150   0.350000   0.290000      121
 64.556760   0.350000   0.330000      121
 59.188613   0.350000   0.370000      121
 53.759338   0.360000   0.300000      121
 60.524001   0.360000   0.340000      121
 59.812036   0.360000   0.380000      121
 54.237516   0.370000   0.310000      121
 59.188613   0.370000   0.350000      121
 62.515739   0.370000   0.390000      121
 54.637933   0.380000   0.320000      121
 59.812036   0.380000   0.360000      121
 68.359830   0.380000   0.400000      121
 54.943562   0.390000   0.330000      121
 62.515739   0.390000   0.370000      121
 55.212933   0.400000   0.340000      121
 68.359830   0.400000   0.380000      121
 55.028269   0.130000   0.140000      125
 53.906081   0.140000   0.150000      125
 52.708758   0.150000   0.120000      125
 51.028507   0.150000   0.160000      125
 53.194600   0.160000   0.130000      125
 50.162919   0.160000   0.170000      125
 51.330048   0.170000   0.140000      125
 51.081185   0.170000   0.180000      125
 50.144167   0.170000   0.220000      125
 50.535761   0.180000   0.150000      125
 53.789839   0.180000   0.190000      125
 51.015126   0.180000   0.230000      125
 51.200543   0.190000   0.160000      125
 58.319088   0.190000   0.200000      125
 51.487573   0.190000   0.240000      125
 53.271802   0.200000   0.170000      125
 59.961576   0.200000   0.210000      125
 51.702767   0.200000   0.250000      125
 56.381726   0.210000   0.180000      125
 56.681510   0.210000   0.220000      125
 51.990964   0.210000   0.260000      125
 58.032668   0.220000   0.190000      125
 54.844440   0.220000   0.230000      125
 52.540334   0.220000   0.270000      125
 56.560947   0.230000   0.200000      125
 54.857022   0.230000   0.240000      125
