       MER     betaTX    betaRCV     length idx TX & RCV        OB1        OB2        OB3   b Kaiser     weight 
 41.241295   0.143600   0.180800        101     140300  60.923330  64.414589  63.798397   0.000000         20 
 41.279982   0.143600   0.181200        101     140301  60.923330  64.414589  63.798397   0.000000         20 
 41.318403   0.143600   0.181600        101     140302  60.923330  64.414589  63.798397   0.000000         20 
 41.356543   0.143600   0.182000        101     140303  60.923330  64.414589  63.798397   0.000000         20 
 41.394384   0.143600   0.182400        101     140304  60.923330  64.414589  63.798397   0.000000         20 
 41.431910   0.143600   0.182800        101     140305  60.923330  64.414589  63.798397   0.000000         20 
 41.469105   0.143600   0.183200        101     140306  60.923330  64.414589  63.798397   0.000000         20 
 41.505950   0.143600   0.183600        101     140307  60.923330  64.414589  63.798397   0.000000         20 
 41.542429   0.143600   0.184000        101     140308  60.923330  64.414589  63.798397   0.000000         20 
 41.578525   0.143600   0.184400        101     140309  60.923330  64.414589  63.798397   0.000000         20 
 41.614218   0.143600   0.184800        101     140310  60.923330  64.414589  63.798397   0.000000         20 
 41.649493   0.143600   0.185200        101     140311  60.923330  64.414589  63.798397   0.000000         20 
 41.684330   0.143600   0.185600        101     140312  60.923330  64.414589  63.798397   0.000000         20 
 40.498827   0.143700   0.173100        101     140313  60.875952  64.441177  63.825070   0.000000         20 
 40.539908   0.143700   0.173500        101     140314  60.875952  64.441177  63.825070   0.000000         20 
 40.580980   0.143700   0.173900        101     140315  60.875952  64.441177  63.825070   0.000000         20 
 40.622030   0.143700   0.174300        101     140316  60.875952  64.441177  63.825070   0.000000         20 
 40.663048   0.143700   0.174700        101     140317  60.875952  64.441177  63.825070   0.000000         20 
 40.704022   0.143700   0.175100        101     140318  60.875952  64.441177  63.825070   0.000000         20 
 40.744941   0.143700   0.175500        101     140319  60.875952  64.441177  63.825070   0.000000         20 
 40.785792   0.143700   0.175900        101     140320  60.875952  64.441177  63.825070   0.000000         20 
 40.826563   0.143700   0.176300        101     140321  60.875952  64.441177  63.825070   0.000000         20 
 40.867242   0.143700   0.176700        101     140322  60.875952  64.441177  63.825070   0.000000         20 
 40.907815   0.143700   0.177100        101     140323  60.875952  64.441177  63.825070   0.000000         20 
 40.948269   0.143700   0.177500        101     140324  60.875952  64.441177  63.825070   0.000000         20 
 40.988591   0.143700   0.177900        101     140325  60.875952  64.441177  63.825070   0.000000         20 
 41.028768   0.143700   0.178300        101     140326  60.875952  64.441177  63.825070   0.000000         20 
 41.068784   0.143700   0.178700        101     140327  60.875952  64.441177  63.825070   0.000000         20 
 41.108626   0.143700   0.179100        101     140328  60.875952  64.441177  63.825070   0.000000         20 
 41.148278   0.143700   0.179500        101     140329  60.875952  64.441177  63.825070   0.000000         20 
 41.187727   0.143700   0.179900        101     140330  60.875952  64.441177  63.825070   0.000000         20 
 41.226956   0.143700   0.180300        101     140331  60.875952  64.441177  63.825070   0.000000         20 
 41.265950   0.143700   0.180700        101     140332  60.875952  64.441177  63.825070   0.000000         20 
 41.304694   0.143700   0.181100        101     140333  60.875952  64.441177  63.825070   0.000000         20 
 41.343171   0.143700   0.181500        101     140334  60.875952  64.441177  63.825070   0.000000         20 
 41.381365   0.143700   0.181900        101     140335  60.875952  64.441177  63.825070   0.000000         20 
 41.419259   0.143700   0.182300        101     140336  60.875952  64.441177  63.825070   0.000000         20 
 41.456838   0.143700   0.182700        101     140337  60.875952  64.441177  63.825070   0.000000         20 
 41.494083   0.143700   0.183100        101     140338  60.875952  64.441177  63.825070   0.000000         20 
 41.530978   0.143700   0.183500        101     140339  60.875952  64.441177  63.825070   0.000000         20 
 41.567505   0.143700   0.183900        101     140340  60.875952  64.441177  63.825070   0.000000         20 
 41.603646   0.143700   0.184300        101     140341  60.875952  64.441177  63.825070   0.000000         20 
 41.639384   0.143700   0.184700        101     140342  60.875952  64.441177  63.825070   0.000000         20 
 41.674700   0.143700   0.185100        101     140343  60.875952  64.441177  63.825070   0.000000         20 
 41.709578   0.143700   0.185500        101     140344  60.875952  64.441177  63.825070   0.000000         20 
 41.743997   0.143700   0.185900        101     140345  60.875952  64.441177  63.825070   0.000000         20 
 40.522342   0.143800   0.173000        101     140346  60.828664  64.467711  63.851660   0.000000         20 
 40.563483   0.143800   0.173400        101     140347  60.828664  64.467711  63.851660   0.000000         20 
 40.604615   0.143800   0.173800        101     140348  60.828664  64.467711  63.851660   0.000000         20 
 40.645725   0.143800   0.174200        101     140349  60.828664  64.467711  63.851660   0.000000         20 
 40.686804   0.143800   0.174600        101     140350  60.828664  64.467711  63.851660   0.000000         20 
 40.727839   0.143800   0.175000        101     140351  60.828664  64.467711  63.851660   0.000000         20 
 40.768818   0.143800   0.175400        101     140352  60.828664  64.467711  63.851660   0.000000         20 
 40.809731   0.143800   0.175800        101     140353  60.828664  64.467711  63.851660   0.000000         20 
 40.850563   0.143800   0.176200        101     140354  60.828664  64.467711  63.851660   0.000000         20 
 40.891304   0.143800   0.176600        101     140355  60.828664  64.467711  63.851660   0.000000         20 
 40.931938   0.143800   0.177000        101     140356  60.828664  64.467711  63.851660   0.000000         20 
