Signal Legend:

Key        Signal Name

0        = clk_en:EN_CLK|clk
1        = clk_en:EN_CLK|sam_clk_en
2        = clk_en:EN_CLK|sym_clk_en
3        = clk_en:EN_CLK|sys_clk
4        = clk_en:EN_CLK|cnt[3..0]
5        = LFSR_22:LFSR_GEN|cycle
6        = LFSR_22:LFSR_GEN|load
7        = LFSR_22:LFSR_GEN|reset
8        = LFSR_22:LFSR_GEN|cnt[21..0]
9        = LFSR_22:LFSR_GEN|x[21..0]
10       = LFSR_22:LFSR_GEN|out[21..0]
11       = mapper_in:SUT_input|LFSR[1..0]
12       = mapper_in:SUT_input|map_out[17..0]
13       = DUT_for_MER_measurement:DUT|reset
14       = DUT_for_MER_measurement:DUT|in_data[17..0]
15       = DUT_for_MER_measurement:DUT|decision_variable[17..0]
16       = DUT_for_MER_measurement:DUT|decision_variable_temp[17..0]
17       = DUT_for_MER_measurement:DUT|error[17..0]
18       = DUT_for_MER_measurement:DUT|error_temp[17..0]
19       = DUT_for_MER_measurement:DUT|errorless_decision_variable[17..0]
20       = DUT_for_MER_measurement:DUT|errorless_decision_variable_temp[17..0]
21       = DUT_for_MER_measurement:DUT|isi_power[17..0]
22       = DUT_for_MER_measurement:DUT|isi_term_hp[36..0]
23       = DUT_for_MER_measurement:DUT|isi_term_lp[17..0]
24       = DUT_for_MER_measurement:DUT|sum_level_one[18..0]

Data Table:

Signals-> 0 1 2 3 4  5 6 7 8       9        10       11  12     13 14     15     16     17     18     19     20     21     22          23     24     

sample

-26       0 0 0 0 2  0 0 0 3834045 -682647  -682647  01b -32768 1  38000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-25       0 0 0 1 3  0 0 0 3834045 -682647  -682647  01b -32768 1  38000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-24       0 0 0 0 3  0 0 0 3834045 -682647  -682647  01b -32768 1  38000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-23       0 1 0 1 4  0 0 0 3834045 -682647  -682647  01b -32768 1  38000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-22       0 1 0 0 4  0 0 0 3834045 -682647  -682647  01b -32768 1  38000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-21       0 0 0 1 5  0 0 0 3834046 -1365294 -1365294 10b 98304  1  18000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-20       0 0 0 0 5  0 0 0 3834046 -1365294 -1365294 10b 98304  1  18000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-19       0 0 0 1 6  0 0 0 3834046 -1365294 -1365294 10b 98304  1  18000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-18       0 0 0 0 6  0 0 0 3834046 -1365294 -1365294 10b 98304  1  18000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-17       0 0 0 1 7  0 0 0 3834046 -1365294 -1365294 10b 98304  1  18000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-16       0 0 0 0 7  0 0 0 3834046 -1365294 -1365294 10b 98304  1  18000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-15       0 1 0 1 8  0 0 0 3834046 -1365294 -1365294 10b 98304  1  18000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-14       0 1 0 0 8  0 0 0 3834046 -1365294 -1365294 10b 98304  1  18000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-13       0 0 0 1 9  0 0 0 3834047 1463717  1463717  01b -32768 1  38000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-12       0 0 0 0 9  0 0 0 3834047 1463717  1463717  01b -32768 1  38000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-11       0 0 0 1 10 0 0 0 3834047 1463717  1463717  01b -32768 1  38000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-10       0 0 0 0 10 0 0 0 3834047 1463717  1463717  01b -32768 1  38000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-9        0 0 0 1 11 0 0 0 3834047 1463717  1463717  01b -32768 1  38000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-8        0 0 0 0 11 0 0 0 3834047 1463717  1463717  01b -32768 1  38000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-7        0 1 0 1 12 0 0 0 3834047 1463717  1463717  01b -32768 1  38000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-6        0 1 0 0 12 0 0 0 3834047 1463717  1463717  01b -32768 1  38000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-5        0 0 0 1 13 0 0 0 3834048 -1266869 -1266869 11b 32768  1  08000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-4        0 0 0 0 13 0 0 0 3834048 -1266869 -1266869 11b 32768  1  08000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-3        0 0 0 1 14 0 0 0 3834048 -1266869 -1266869 11b 32768  1  08000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-2        0 0 0 0 14 0 0 0 3834048 -1266869 -1266869 11b 32768  1  08000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
-1        0 0 0 1 15 0 0 0 3834048 -1266869 -1266869 11b 32768  1  08000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
0         0 0 0 0 15 0 0 0 3834048 -1266869 -1266869 11b 32768  1  08000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
1         0 1 1 1 0  0 0 0 3834048 -1266869 -1266869 11b 32768  1  08000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
2         0 1 1 0 0  0 0 0 3834048 -1266869 -1266869 11b 32768  1  08000h 0B6F3h 04000h 3F6F3h 00000h 0C000h 04000h 02434h 0000000000h 00000h 00000h 
3         0 0 0 1 1  0 0 0 3834049 1660567  1660567  11b 32768  1  08000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
4         0 0 0 0 1  0 0 0 3834049 1660567  1660567  11b 32768  1  08000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
5         0 0 0 1 2  0 0 0 3834049 1660567  1660567  11b 32768  1  08000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
6         0 0 0 0 2  0 0 0 3834049 1660567  1660567  11b 32768  1  08000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
7         0 0 0 1 3  0 0 0 3834049 1660567  1660567  11b 32768  1  08000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
8         0 0 0 0 3  0 0 0 3834049 1660567  1660567  11b 32768  1  08000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
9         0 1 0 1 4  0 0 0 3834049 1660567  1660567  11b 32768  1  08000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
10        0 1 0 0 4  0 0 0 3834049 1660567  1660567  11b 32768  1  08000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
11        0 0 0 1 5  0 0 0 3834050 -873169  -873169  11b 32768  1  08000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
12        0 0 0 0 5  0 0 0 3834050 -873169  -873169  11b 32768  1  08000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
13        0 0 0 1 6  0 0 0 3834050 -873169  -873169  11b 32768  1  08000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
14        0 0 0 0 6  0 0 0 3834050 -873169  -873169  11b 32768  1  08000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
15        0 0 0 1 7  0 0 0 3834050 -873169  -873169  11b 32768  1  08000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
16        0 0 0 0 7  0 0 0 3834050 -873169  -873169  11b 32768  1  08000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
17        0 1 0 1 8  0 0 0 3834050 -873169  -873169  11b 32768  1  08000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
18        0 1 0 0 8  0 0 0 3834050 -873169  -873169  11b 32768  1  08000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
19        0 0 0 1 9  0 0 0 3834051 -1746338 -1746338 10b 98304  1  18000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
20        0 0 0 0 9  0 0 0 3834051 -1746338 -1746338 10b 98304  1  18000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
21        0 0 0 1 10 0 0 0 3834051 -1746338 -1746338 10b 98304  1  18000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
22        0 0 0 0 10 0 0 0 3834051 -1746338 -1746338 10b 98304  1  18000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
23        0 0 0 1 11 0 0 0 3834051 -1746338 -1746338 10b 98304  1  18000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
24        0 0 0 0 11 0 0 0 3834051 -1746338 -1746338 10b 98304  1  18000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
25        0 1 0 1 12 0 0 0 3834051 -1746338 -1746338 10b 98304  1  18000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
26        0 1 0 0 12 0 0 0 3834051 -1746338 -1746338 10b 98304  1  18000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
27        0 0 0 1 13 0 0 0 3834052 701629   701629   01b -32768 1  38000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
28        0 0 0 0 13 0 0 0 3834052 701629   701629   01b -32768 1  38000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
29        0 0 0 1 14 0 0 0 3834052 701629   701629   01b -32768 1  38000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
30        0 0 0 0 14 0 0 0 3834052 701629   701629   01b -32768 1  38000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
31        0 0 0 1 15 0 0 0 3834052 701629   701629   01b -32768 1  38000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
32        0 0 0 0 15 0 0 0 3834052 701629   701629   01b -32768 1  38000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
33        0 1 1 1 0  0 0 0 3834052 701629   701629   01b -32768 1  38000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
34        0 1 1 0 0  0 0 0 3834052 701629   701629   01b -32768 1  38000h 04000h 3490Dh 00000h 0090Dh 04000h 34000h 02434h 0024340000h 0121Ah 10000h 
35        0 0 0 1 1  0 0 0 3834053 1403258  1403258  10b 98304  1  18000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
36        0 0 0 0 1  0 0 0 3834053 1403258  1403258  10b 98304  1  18000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
37        0 0 0 1 2  0 0 0 3834053 1403258  1403258  10b 98304  1  18000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
38        0 0 0 0 2  0 0 0 3834053 1403258  1403258  10b 98304  1  18000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
39        0 0 0 1 3  0 0 0 3834053 1403258  1403258  10b 98304  1  18000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
40        0 0 0 0 3  0 0 0 3834053 1403258  1403258  10b 98304  1  18000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
41        0 1 0 1 4  0 0 0 3834053 1403258  1403258  10b 98304  1  18000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
42        0 1 0 0 4  0 0 0 3834053 1403258  1403258  10b 98304  1  18000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
43        0 0 0 1 5  0 0 0 3834054 -1387787 -1387787 01b -32768 1  38000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
44        0 0 0 0 5  0 0 0 3834054 -1387787 -1387787 01b -32768 1  38000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
45        0 0 0 1 6  0 0 0 3834054 -1387787 -1387787 01b -32768 1  38000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
46        0 0 0 0 6  0 0 0 3834054 -1387787 -1387787 01b -32768 1  38000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
47        0 0 0 1 7  0 0 0 3834054 -1387787 -1387787 01b -32768 1  38000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
48        0 0 0 0 7  0 0 0 3834054 -1387787 -1387787 01b -32768 1  38000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
49        0 1 0 1 8  0 0 0 3834054 -1387787 -1387787 01b -32768 1  38000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
50        0 1 0 0 8  0 0 0 3834054 -1387787 -1387787 01b -32768 1  38000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
51        0 0 0 1 9  0 0 0 3834055 1418731  1418731  11b 32768  1  08000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
52        0 0 0 0 9  0 0 0 3834055 1418731  1418731  11b 32768  1  08000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
53        0 0 0 1 10 0 0 0 3834055 1418731  1418731  11b 32768  1  08000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
54        0 0 0 0 10 0 0 0 3834055 1418731  1418731  11b 32768  1  08000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
55        0 0 0 1 11 0 0 0 3834055 1418731  1418731  11b 32768  1  08000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
56        0 0 0 0 11 0 0 0 3834055 1418731  1418731  11b 32768  1  08000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
57        0 1 0 1 12 0 0 0 3834055 1418731  1418731  11b 32768  1  08000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
58        0 1 0 0 12 0 0 0 3834055 1418731  1418731  11b 32768  1  08000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
59        0 0 0 1 13 0 0 0 3834056 -1356841 -1356841 11b 32768  1  08000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
60        0 0 0 0 13 0 0 0 3834056 -1356841 -1356841 11b 32768  1  08000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
61        0 0 0 1 14 0 0 0 3834056 -1356841 -1356841 11b 32768  1  08000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
62        0 0 0 0 14 0 0 0 3834056 -1356841 -1356841 11b 32768  1  08000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
63        0 0 0 1 15 0 0 0 3834056 -1356841 -1356841 11b 32768  1  08000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
64        0 0 0 0 15 0 0 0 3834056 -1356841 -1356841 11b 32768  1  08000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
65        0 1 1 1 0  0 0 0 3834056 -1356841 -1356841 11b 32768  1  08000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
66        0 1 1 0 0  0 0 0 3834056 -1356841 -1356841 11b 32768  1  08000h 3490Dh 02DE6h 0090Dh 3EDE6h 34000h 04000h 02434h 07B7980000h 3DBCCh 60000h 
67        0 0 0 1 1  0 0 0 3834057 1480623  1480623  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
68        0 0 0 0 1  0 0 0 3834057 1480623  1480623  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
69        0 0 0 1 2  0 0 0 3834057 1480623  1480623  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
70        0 0 0 0 2  0 0 0 3834057 1480623  1480623  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
71        0 0 0 1 3  0 0 0 3834057 1480623  1480623  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
72        0 0 0 0 3  0 0 0 3834057 1480623  1480623  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
73        0 1 0 1 4  0 0 0 3834057 1480623  1480623  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
74        0 1 0 0 4  0 0 0 3834057 1480623  1480623  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
75        0 0 0 1 5  0 0 0 3834058 -1233057 -1233057 11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
76        0 0 0 0 5  0 0 0 3834058 -1233057 -1233057 11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
77        0 0 0 1 6  0 0 0 3834058 -1233057 -1233057 11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
78        0 0 0 0 6  0 0 0 3834058 -1233057 -1233057 11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
79        0 0 0 1 7  0 0 0 3834058 -1233057 -1233057 11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
80        0 0 0 0 7  0 0 0 3834058 -1233057 -1233057 11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
81        0 1 0 1 8  0 0 0 3834058 -1233057 -1233057 11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
82        0 1 0 0 8  0 0 0 3834058 -1233057 -1233057 11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
83        0 0 0 1 9  0 0 0 3834059 1728191  1728191  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
84        0 0 0 0 9  0 0 0 3834059 1728191  1728191  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
85        0 0 0 1 10 0 0 0 3834059 1728191  1728191  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
86        0 0 0 0 10 0 0 0 3834059 1728191  1728191  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
87        0 0 0 1 11 0 0 0 3834059 1728191  1728191  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
88        0 0 0 0 11 0 0 0 3834059 1728191  1728191  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
89        0 1 0 1 12 0 0 0 3834059 1728191  1728191  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
90        0 1 0 0 12 0 0 0 3834059 1728191  1728191  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
91        0 0 0 1 13 0 0 0 3834060 -737921  -737921  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
92        0 0 0 0 13 0 0 0 3834060 -737921  -737921  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
93        0 0 0 1 14 0 0 0 3834060 -737921  -737921  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
94        0 0 0 0 14 0 0 0 3834060 -737921  -737921  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
95        0 0 0 1 15 0 0 0 3834060 -737921  -737921  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
96        0 0 0 0 15 0 0 0 3834060 -737921  -737921  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
97        0 1 1 1 0  0 0 0 3834060 -737921  -737921  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
98        0 1 1 0 0  0 0 0 3834060 -737921  -737921  11b 32768  1  08000h 02DE6h 3C90Dh 3EDE6h 0090Dh 04000h 3C000h 02434h 0024340000h 0121Ah 10000h 
99        0 0 0 1 1  0 0 0 3834061 -1475842 -1475842 10b 98304  1  18000h 3C90Dh 04000h 0090Dh 00000h 3C000h 04000h 02434h 0000000000h 00000h 00000h 
100       0 0 0 0 1  0 0 0 3834061 -1475842 -1475842 10b 98304  1  18000h 3C90Dh 04000h 0090Dh 00000h 3C000h 04000h 02434h 0000000000h 00000h 00000h 
101       0 0 0 1 2  0 0 0 3834061 -1475842 -1475842 10b 98304  1  18000h 3C90Dh 04000h 0090Dh 00000h 3C000h 04000h 02434h 0000000000h 00000h 00000h 
102       0 0 0 0 2  0 0 0 3834061 -1475842 -1475842 10b 98304  1  18000h 3C90Dh 04000h 0090Dh 00000h 3C000h 04000h 02434h 0000000000h 00000h 00000h 
103       0 0 0 1 3  0 0 0 3834061 -1475842 -1475842 10b 98304  1  18000h 3C90Dh 04000h 0090Dh 00000h 3C000h 04000h 02434h 0000000000h 00000h 00000h 
104       0 0 0 0 3  0 0 0 3834061 -1475842 -1475842 10b 98304  1  18000h 3C90Dh 04000h 0090Dh 00000h 3C000h 04000h 02434h 0000000000h 00000h 00000h 
105       0 1 0 1 4  0 0 0 3834061 -1475842 -1475842 10b 98304  1  18000h 3C90Dh 04000h 0090Dh 00000h 3C000h 04000h 02434h 0000000000h 00000h 00000h 
106       0 1 0 0 4  0 0 0 3834061 -1475842 -1475842 10b 98304  1  18000h 3C90Dh 04000h 0090Dh 00000h 3C000h 04000h 02434h 0000000000h 00000h 00000h 
107       0 0 0 1 5  0 0 0 3834062 1242621  1242621  01b -32768 1  38000h 3C90Dh 04000h 0090Dh 00000h 3C000h 04000h 02434h 0000000000h 00000h 00000h 
108       0 0 0 0 5  0 0 0 3834062 1242621  1242621  01b -32768 1  38000h 3C90Dh 04000h 0090Dh 00000h 3C000h 04000h 02434h 0000000000h 00000h 00000h 
109       0 0 0 1 6  0 0 0 3834062 1242621  1242621  01b -32768 1  38000h 3C90Dh 04000h 0090Dh 00000h 3C000h 04000h 02434h 0000000000h 00000h 00000h 
110       0 0 0 0 6  0 0 0 3834062 1242621  1242621  01b -32768 1  38000h 3C90Dh 04000h 0090Dh 00000h 3C000h 04000h 02434h 0000000000h 00000h 00000h 
111       0 0 0 1 7  0 0 0 3834062 1242621  1242621  01b -32768 1  38000h 3C90Dh 04000h 0090Dh 00000h 3C000h 04000h 02434h 0000000000h 00000h 00000h 
